V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,class
16.569133,102.441052,-52.554651,3.018385,16.913412,-21.85302,-10.455559,34.170606,-9.812642,13.246462,29.358862,-19.572321,17.661888,75.437384,-16.373965,-52.989434,68.416384,-107.73776,-50.53282,10.717518,-38.77237,28.079361,-50.346419,26.359442,1.83703,74.596389,-15.535147,-3.840542,47.621242,17.697411,-27.713693,26.510251,-7.992867,-7.754766,96.719496,21.150997,-67.469745,0.705021999999999,-9.329927,-5.59613,80.363227,0.465657,61.14339,-135.9074,-24.634783,9.401192,-30.237144,-20.524814,-19.685102,56.048895,-102.354554,7.864181,12.160944,15.122985,26.003208,-51.575794,71.879082,-36.635572,-29.391813,-97.786142,42.101731,23.232138,-13.533785,-87.501944,69.776583,-8.903273,22.249961,53.547514,23.773572,-7.91718,-9.734084,63.041444,-40.102531,-10.349636,-14.369595,-48.45974,-4.442491,-46.57058,109.620245,1.034971,-27.816135,-50.938201,-21.147161,24.412513,23.488362,34.732175,-44.516206,-26.32959,-8.158388,19.2759,-25.045908,45.387992,52.478914,36.700058,52.407269,-37.677283,34.524008,-45.864843,-39.99851,69.056854,nuclear
-6.846851,-3.056142,6.322618,-4.027409,-6.008366,-6.93583,8.977146,1.38279,0.709283,8.025108,0.0123690000000001,-2.358639,0.241422,0.378343,-3.211347,0.407478,1.943954,-8.525557,-3.575353,0.047505,6.678347,7.957918,-8.041966,-2.598419,-3.10249,7.439434,2.451906,6.171805,2.90881,-5.230648,3.612045,-9.792426,-3.547906,5.627314,-4.881546,-0.142192,0.024996,-3.073065,7.976786,-5.887239,0.490126,4.640863,0.346487,-2.716992,-6.407838,-5.381663,1.214063,0.922118,-2.847796,11.980063,7.285505,-3.700611,3.572612,-16.974766,0.632578,-9.182235,2.656401,4.869394,4.296229,-12.896707,11.614827,12.583266,-1.566047,4.350212,-2.793182,-2.534962,-0.930393,3.581387,7.324433,-2.066263,1.848245,8.249216,0.55126,3.921483,7.397192,1.404859,18.318085,11.585747,-5.233079,0.136479,-4.569452,6.635486,0.156171,-5.998811,6.955001,4.74051,0.316158,-12.788292,-6.053269,4.295287,3.9314,-1.743764,3.372573,3.125038,15.878856,1.161541,6.254535,-8.167346,-0.186143,-3.526794,nuclear
-16.353599,-5.191419,-7.8119,-22.352813,-1.599185,-5.463059,8.265187,-6.36301,-4.592312,20.361181,-2.923454,0.167482,1.213316,5.2365,2.241378,7.381437,6.939324,-8.881472,-2.261898,-2.75707,-2.323096,-6.193872,-6.583904,4.185216,0.031116,3.604231,-4.52322,0.0101289999999999,2.076869,-1.378177,-0.411391,-13.869517,-0.963807,-6.614056,6.01502,4.709277,-6.581958,0.418912,4.805746,-2.928647,5.707741,4.232642,6.851806,-0.59545,-0.88621,-0.329872,-9.659169,-0.136288,-5.206088,10.20686,-8.931701,-8.032511,1.50202,-19.490217,8.955629,-4.921673,3.04054,-2.335026,-4.206971,-14.436258,8.602688,20.873234,2.913501,1.738668,11.883784,4.368124,-3.184243,0.478024,12.944122,0.345431,-5.896987,0.78097,-2.095168,7.854308,-7.60223,-10.597119,6.118588,-9.010516,0.129031,-5.849541,-16.191002,-7.986643,6.942952,-4.985387,1.65302,-11.997657,-8.50214,-7.864509,-8.982997,10.240401,6.640471,-1.274634,-6.60922,2.320946,16.671018,0.65479,-4.349421,-21.072378,-4.823886,21.189433,nuclear
-6.427026,-1.49345,3.147896,-6.858347,0.925684,-1.06201,4.200182,1.603882,-1.461194,9.243368,-1.181051,-1.656401,-1.029261,2.96244,-3.265685,-0.49298,2.90741,-7.697656,-0.324338,-0.871179,0.0173259999999999,-2.219899,-7.382993,-1.191124,-2.206077,2.783178,0.140492,2.224132,-0.7616,-4.479326,0.753634,-9.034968,-0.011592,0.773907,-0.148535,4.290482,-2.45873,0.0345970000000001,5.521646,-2.733143,-0.173617,3.736516,2.898216,0.021806,-0.756687,-1.631701,-2.627554,-0.750434,-1.436948,6.652847,1.563314,-2.662634,7.871461,-8.763282,3.991805,-6.826368,1.660017,1.383737,0.121914,-10.091948,3.704163,10.58359,-1.207995,4.757661,0.979895,1.988326,0.311327,7.81189,4.434851,-4.949222,-0.194552,1.655883,0.858632,1.688529,3.278159,-2.475941,8.563806,3.100311,1.22822,-2.3802,-4.406219,3.961775,2.367203,-1.726497,3.515865,-5.217002,-1.101393,-4.38525,-7.364973,3.491825,0.42279,-5.533962,-2.132569,-0.14498,7.939792,0.215054,0.51387,-4.638177,-3.077719,3.338238,nuclear
-114.881584,-19.81313,0.158354,-125.172583,6.5647,-23.66523,40.799238,-29.190501,-28.807053,102.565009,-14.599317,-8.108323,-15.761116,27.80595,-18.884395,10.743156,48.686889,-65.58286,-23.549797,-47.36458,-9.648237,-53.88216,-84.783132,-2.367935,-18.420856,5.222787,-20.554485,-10.430447,-1.213166,-37.849441,-15.367693,-86.488716,7.639657,-16.516565,25.632121,41.96266,-38.408772,8.175986,14.932358,-9.885192,28.482137,32.799645,29.914974,-8.096805,-8.074416,9.798916,-35.319581,1.447996,-9.633457,57.773991,-38.858891,-32.564769,63.971739,-93.901784,32.019051,-83.495338,32.163724,-16.67057,-23.508824,-116.492437,21.373449,112.34574,8.290747,18.68329,75.838415,34.20909,11.330455,68.313637,60.218803,-44.951088,-8.832509,4.665088,-8.635616,18.612686,16.421529,-47.339993,55.487458,-26.978718,14.108356,-45.007078,-58.323925,-5.236061,13.95299,-2.147402,59.853563,-50.267339,-54.010902,-47.10556,-76.52059,45.326783,22.143821,-35.564963,-23.805688,5.020863,62.125043,8.305782,-27.42385,-92.608,-20.958023,112.221972,nuclear
-45.327291,-58.967716,-22.709114,-57.822903,-27.34386,-33.3262,12.662057,-30.766993,-7.957303,55.570434,-4.586392,-10.438824,-16.71519,6.922691,38.821761,-0.887985,22.198456,2.829573,-12.334977,-9.08252,8.049182,-13.242371,-30.921573,16.765147,-30.60578,1.768771,-7.159204,-0.977657000000001,2.109312,-28.200533,-1.772934,-54.797959,3.346137,-35.814385,-7.677835,27.63406,-18.994214,21.236582,-10.410109,23.201883,21.500236,4.647245,31.258835,-3.585265,-18.341741,-16.848692,-59.396441,2.300741,-8.325682,37.617445,-33.168799,-11.666856,20.663762,-48.534922,5.702209,9.674184,31.716401,-12.88561,-14.890069,-30.908961,18.890166,61.207842,3.587338,4.303263,37.057093,-2.914595,16.500214,3.915353,44.175295,26.230435,-17.979331,-10.811386,5.765178,6.936071,-0.641526,-20.110853,1.135052,-28.748339,17.204237,-37.50943,-38.90111,-19.894701,34.09551,-5.427923,48.562183,-24.878237,-34.861272,-35.851084,-47.380703,10.239049,16.074757,-1.208184,21.378986,6.477123,41.980996,8.122487,2.457224,-58.924278,-10.704779,46.475248,nuclear
-12.160685,-4.649444,18.250407,-15.295193,-37.439192,-5.244988,12.638091,-1.201279,28.717088,19.728583,11.664267,-8.985036,1.41597,7.032887,9.377319,10.288906,-9.746197,-18.413543,-2.142748,-2.098446,-2.811405,-0.371385,-7.426487,6.061121,8.233096,17.829913,12.405347,-7.977586,-8.899886,-11.286793,-2.117704,0.381386,-2.949826,3.752849,-1.957864,5.479971,4.845028,5.256985,-5.130219,13.295761,0.876805,-1.733181,8.882705,0.383822,-19.679866,-10.235966,2.05359,-8.305576,2.003453,20.909368,16.358222,-22.030785,1.17373,-34.263744,18.880849,-17.595401,-5.54074,12.36831,-7.849003,-26.949366,8.243971,20.924411,13.164098,9.239071,8.337829,11.942521,0.362826,11.352794,14.165178,0.504468,-5.601845,13.224886,8.754924,18.459978,-4.597744,-0.737175,3.756105,-1.089578,4.357901,-7.862881,-31.000057,-22.415108,-15.043856,-19.855186,15.531033,-10.405688,-1.41042,-9.497504,-1.199119,-16.65474,13.708008,-9.477804,-0.891483,18.610649,18.211754,2.986048,-1.11887,-33.761141,14.684941,21.411817,nuclear
-11.590114,-3.535331,3.972573,-9.943777,-8.510416,-8.980226,10.98904,-3.027971,2.433446,9.958016,1.452761,-4.614749,2.693597,3.259164,1.299911,0.000726999999999918,2.99894,-12.171106,-3.69198,-2.724733,1.798858,4.299372,-11.087848,-1.8152,-4.783372,5.835745,1.467202,-0.826264,1.219736,-6.77234,4.688284,-10.578676,-3.351123,3.899798,-2.828403,2.044767,-2.526775,-3.311016,6.668045,-5.293248,2.415391,3.914545,-0.583329,-5.016878,-7.496643,-4.377167,-0.178812,0.531717,0.149833,12.874749,3.448106,-8.516514,4.307337,-21.331393,7.053362,-14.349824,1.073516,5.248391,-0.337828,-18.046661,11.096736,16.798796,1.610636,2.164938,4.632049,3.842213,0.743449,5.624239,13.870971,-3.838829,-0.991991,8.52199,3.469882,4.84223,3.247717,-4.676282,16.543032,4.709878,-1.459135,-4.096906,-12.670568,-1.897148,-3.406208,-7.412136,7.506827,0.975053,-2.930382,-12.698194,-2.790987,3.483663,3.831465,-5.163911,0.352494,4.181563,17.710082,4.462652,3.117537,-14.013795,-1.55338,7.243519,nuclear
-20.886211,0.442583,1.282303,-11.061207,-3.739533,-1.251128,6.546011,2.296358,-4.601848,17.522025,-4.342901,-3.660063,1.124467,7.130268,1.351456,-2.875611,-1.240274,-11.500226,2.303453,1.424454,-0.881348,-9.07896,-5.68805,-0.685066,-1.255225,-0.298806,-3.288382,2.090725,-1.987708,-3.490227,1.806294,-14.13572,0.340286,3.645792,9.041767,0.730305,-7.949161,-2.620019,8.251141,4.27947,6.577678,3.549942,4.746928,-3.942693,1.077369,0.058754,-5.443409,-3.692896,-5.728507,2.149045,-1.172687,-3.733446,3.568491,-14.012889,10.931542,-15.192526,1.159294,4.547221,-2.589976,-17.395461,3.86396,17.072796,2.491121,9.783111,4.344134,7.646809,3.538457,8.7773,9.474951,-8.500697,-6.756146,1.942068,0.39938,1.648864,-1.259538,-9.176702,8.25514,-2.693115,2.547669,-1.796032,-9.982473,1.397234,7.613367,0.718705,3.356961,-2.713959,-9.455467,-0.440343,-5.021706,5.367721,6.386728,-9.820589,-3.705502,3.310578,6.888069,1.091452,-2.756585,-9.03993,-9.123326,14.86272,nuclear
-21.193722,-10.361143,-3.581754,-18.845939,-4.428868,-7.885515,6.216542,-6.484054,-3.03547,20.153382,-2.927321,-4.179063,8.38852,2.648722,4.763471,6.365673,0.609387,-0.117113,2.616109,-0.296994,-0.311536,-6.665289,-7.561955,7.86563,0.086002,-3.917225,0.137957,3.425137,-6.148229,0.912244,-0.496441,-12.541457,1.104771,-6.789411,9.450438,8.683079,-11.824909,-1.456759,9.206538,0.144425,11.007861,6.078261,11.573916,-0.851304,-3.48839,-3.180995,-11.747381,3.758843,-4.711424,9.173541,-6.972754,-9.954495,2.152182,-17.308959,4.79845,-1.339409,3.856949,1.256967,-3.112998,-13.011396,13.372999,18.812452,-3.716046,6.166823,6.619829,-0.262013,0.768894,-0.979093,16.132569,4.351549,-8.274576,-7.876249,5.060524,9.600917,-9.902617,-4.140271,3.847407,-15.23331,4.944905,-5.096018,-9.244051,-11.314367,7.749086,-5.055668,4.7788,-9.736181,-10.051483,-7.612603,-3.116465,8.3846,9.563287,-4.932732,-5.993107,6.7735,15.415074,3.745714,-1.762957,-24.655563,-5.84127,20.875508,nuclear
